Detected kernel version 4.14.105, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Epoch 0/10000000	Loss:  5.06996	Time elapsed: 100.655s
Epoch 10/10000000	Loss:  2.84855	Time elapsed: 26.605s
Epoch 11/10000000	Loss:  2.83264	Time elapsed: 26.093s
Epoch 12/10000000	Loss:  2.81240	Time elapsed: 26.197s
Epoch 13/10000000	Loss:  2.79484	Time elapsed: 25.909s
Epoch 14/10000000	Loss:  2.75867	Time elapsed: 26.282s
Epoch 15/10000000	Loss:  2.72178	Time elapsed: 26.412s
Epoch 16/10000000	Loss:  2.72464	Time elapsed: 26.004s
Epoch 17/10000000	Loss:  2.68153	Time elapsed: 27.297s
Epoch 18/10000000	Loss:  2.65596	Time elapsed: 26.503s
Epoch 19/10000000	Loss:  2.62053	Time elapsed: 27.404s
Epoch 20/10000000	Loss:  2.59964	Time elapsed: 26.293s
Epoch 21/10000000	Loss:  2.58593	Time elapsed: 26.704s
Epoch 22/10000000	Loss:  2.55156	Time elapsed: 26.290s
Epoch 23/10000000	Loss:  2.53287	Time elapsed: 28.105s
Epoch 24/10000000	Loss:  2.54613	Time elapsed: 26.003s
Epoch 25/10000000	Loss:  2.52305	Time elapsed: 26.099s
Epoch 26/10000000	Loss:  2.50213	Time elapsed: 26.601s
Epoch 27/10000000	Loss:  2.46507	Time elapsed: 27.089s
Epoch 28/10000000	Loss:  2.45954	Time elapsed: 26.099s
Epoch 29/10000000	Loss:  2.45826	Time elapsed: 26.301s
Epoch 30/10000000	Loss:  2.44395	Time elapsed: 26.498s
Epoch 31/10000000	Loss:  2.43419	Time elapsed: 26.016s
Epoch 32/10000000	Loss:  2.43874	Time elapsed: 26.798s
Epoch 33/10000000	Loss:  2.40166	Time elapsed: 25.905s
Epoch 34/10000000	Loss:  2.40334	Time elapsed: 26.097s
Epoch 35/10000000	Loss:  2.41312	Time elapsed: 26.485s
Epoch 36/10000000	Loss:  2.42484	Time elapsed: 25.705s
Epoch 37/10000000	Loss:  2.37172	Time elapsed: 26.102s
Epoch 38/10000000	Loss:  2.37770	Time elapsed: 26.017s
Epoch 39/10000000	Loss:  2.36944	Time elapsed: 26.692s
Epoch 40/10000000	Loss:  2.39922	Time elapsed: 27.563s
Epoch 41/10000000	Loss:  2.36174	Time elapsed: 26.437s
Epoch 42/10000000	Loss:  2.34847	Time elapsed: 28.089s
Epoch 43/10000000	Loss:  2.34493	Time elapsed: 26.389s
Epoch 44/10000000	Loss:  2.31117	Time elapsed: 26.903s
Epoch 45/10000000	Loss:  2.32783	Time elapsed: 26.605s
Epoch 46/10000000	Loss:  2.34088	Time elapsed: 26.191s
Epoch 47/10000000	Loss:  2.29943	Time elapsed: 26.015s
Epoch 48/10000000	Loss:  2.34782	Time elapsed: 26.103s
Epoch 49/10000000	Loss:  2.29293	Time elapsed: 26.000s
Epoch 50/10000000	Loss:  2.30959	Time elapsed: 27.378s
Epoch 51/10000000	Loss:  2.30416	Time elapsed: 26.614s
Epoch 52/10000000	Loss:  2.31790	Time elapsed: 26.188s
Epoch 53/10000000	Loss:  2.34309	Time elapsed: 26.913s
Epoch 54/10000000	Loss:  2.31081	Time elapsed: 26.390s
Epoch 55/10000000	Loss:  2.29324	Time elapsed: 26.097s
Epoch 56/10000000	Loss:  2.27532	Time elapsed: 26.306s
Epoch 57/10000000	Loss:  2.26079	Time elapsed: 27.710s
Epoch 58/10000000	Loss:  2.29711	Time elapsed: 26.314s
Epoch 59/10000000	Loss:  2.29141	Time elapsed: 26.242s
Epoch 60/10000000	Loss:  2.25782	Time elapsed: 26.232s
Epoch 61/10000000	Loss:  2.28860	Time elapsed: 25.998s
Epoch 62/10000000	Loss:  2.26754	Time elapsed: 26.005s
Epoch 63/10000000	Loss:  2.27072	Time elapsed: 25.897s
Epoch 64/10000000	Loss:  2.29759	Time elapsed: 26.397s
Epoch 65/10000000	Loss:  2.28029	Time elapsed: 26.529s
Epoch 66/10000000	Loss:  2.26754	Time elapsed: 26.074s
Epoch 67/10000000	Loss:  2.27369	Time elapsed: 26.392s
Epoch 68/10000000	Loss:  2.26460	Time elapsed: 26.210s
Epoch 69/10000000	Loss:  2.29387	Time elapsed: 26.096s
Epoch 70/10000000	Loss:  2.25266	Time elapsed: 26.299s
Epoch 71/10000000	Loss:  2.24282	Time elapsed: 26.408s
Epoch 72/10000000	Loss:  2.23422	Time elapsed: 26.013s
Epoch 73/10000000	Loss:  2.21465	Time elapsed: 26.384s
Epoch 74/10000000	Loss:  2.22538	Time elapsed: 26.808s
Epoch 75/10000000	Loss:  2.23079	Time elapsed: 26.790s
Epoch 76/10000000	Loss:  2.21818	Time elapsed: 26.301s
Epoch 77/10000000	Loss:  2.22332	Time elapsed: 26.792s
Epoch 78/10000000	Loss:  2.24572	Time elapsed: 26.643s
Epoch 79/10000000	Loss:  2.22042	Time elapsed: 26.563s
Epoch 80/10000000	Loss:  2.21833	Time elapsed: 26.699s
Epoch 81/10000000	Loss:  2.19375	Time elapsed: 26.201s
Epoch 82/10000000	Loss:  2.21597	Time elapsed: 26.047s
Epoch 83/10000000	Loss:  2.20933	Time elapsed: 26.249s
Epoch 84/10000000	Loss:  2.22640	Time elapsed: 26.284s
Epoch 85/10000000	Loss:  2.21318	Time elapsed: 26.116s
Epoch 86/10000000	Loss:  2.19317	Time elapsed: 26.900s
Epoch 87/10000000	Loss:  2.20984	Time elapsed: 25.912s
Epoch 88/10000000	Loss:  2.22460	Time elapsed: 26.510s
Epoch 89/10000000	Loss:  2.19738	Time elapsed: 26.780s
Epoch 90/10000000	Loss:  2.21619	Time elapsed: 26.693s
Epoch 91/10000000	Loss:  2.23311	Time elapsed: 26.199s
Epoch 92/10000000	Loss:  2.19695	Time elapsed: 26.297s
Epoch 93/10000000	Loss:  2.21082	Time elapsed: 26.508s
Epoch 94/10000000	Loss:  2.18186	Time elapsed: 26.687s
Epoch 95/10000000	Loss:  2.17090	Time elapsed: 25.802s
Epoch 96/10000000	Loss:  2.21342	Time elapsed: 26.701s
Epoch 97/10000000	Loss:  2.18497	Time elapsed: 25.915s
Epoch 98/10000000	Loss:  2.18597	Time elapsed: 25.910s
Epoch 99/10000000	Loss:  2.17818	Time elapsed: 26.077s
Epoch 100/10000000	Loss:  2.15368	Time elapsed: 25.806s
Removed shared tensor {'blocks.12.attn1.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.4.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 101/10000000	Loss:  2.18936	Time elapsed: 26.106s
Epoch 102/10000000	Loss:  2.18686	Time elapsed: 25.613s
Epoch 103/10000000	Loss:  2.18983	Time elapsed: 26.590s
Epoch 104/10000000	Loss:  2.18692	Time elapsed: 25.796s
Epoch 105/10000000	Loss:  2.15453	Time elapsed: 26.195s
Epoch 106/10000000	Loss:  2.17554	Time elapsed: 26.104s
Epoch 107/10000000	Loss:  2.15496	Time elapsed: 25.919s
Epoch 108/10000000	Loss:  2.21440	Time elapsed: 26.077s
Epoch 109/10000000	Loss:  2.18736	Time elapsed: 26.498s
Epoch 110/10000000	Loss:  2.16025	Time elapsed: 26.913s
Epoch 111/10000000	Loss:  2.14863	Time elapsed: 26.254s
Epoch 112/10000000	Loss:  2.18358	Time elapsed: 26.326s
Epoch 113/10000000	Loss:  2.15712	Time elapsed: 25.907s
Epoch 114/10000000	Loss:  2.15455	Time elapsed: 26.195s
Epoch 115/10000000	Loss:  2.15714	Time elapsed: 27.083s
Epoch 116/10000000	Loss:  2.17906	Time elapsed: 27.120s
Epoch 117/10000000	Loss:  2.14895	Time elapsed: 26.511s
Epoch 118/10000000	Loss:  2.14730	Time elapsed: 26.491s
Epoch 119/10000000	Loss:  2.17576	Time elapsed: 26.309s
Epoch 120/10000000	Loss:  2.12627	Time elapsed: 26.090s
Epoch 121/10000000	Loss:  2.11693	Time elapsed: 26.291s
Epoch 122/10000000	Loss:  2.14796	Time elapsed: 25.921s
Epoch 123/10000000	Loss:  2.16128	Time elapsed: 26.100s
Epoch 124/10000000	Loss:  2.17046	Time elapsed: 26.883s
Epoch 125/10000000	Loss:  2.14329	Time elapsed: 26.812s
Epoch 126/10000000	Loss:  2.14596	Time elapsed: 27.490s
Epoch 127/10000000	Loss:  2.17774	Time elapsed: 26.207s
Epoch 128/10000000	Loss:  2.12156	Time elapsed: 27.794s
Epoch 129/10000000	Loss:  2.15262	Time elapsed: 26.816s
Epoch 130/10000000	Loss:  2.16894	Time elapsed: 25.881s
Epoch 131/10000000	Loss:  2.13506	Time elapsed: 26.169s
Epoch 132/10000000	Loss:  2.20539	Time elapsed: 26.152s
Epoch 133/10000000	Loss:  2.11934	Time elapsed: 26.199s
Epoch 134/10000000	Loss:  2.13088	Time elapsed: 26.280s
Epoch 135/10000000	Loss:  2.15979	Time elapsed: 25.887s
Epoch 136/10000000	Loss:  2.13905	Time elapsed: 25.825s
Epoch 137/10000000	Loss:  2.12466	Time elapsed: 25.993s
Epoch 138/10000000	Loss:  2.16307	Time elapsed: 25.689s
Epoch 139/10000000	Loss:  2.13184	Time elapsed: 25.907s
Epoch 140/10000000	Loss:  2.13584	Time elapsed: 25.802s
Epoch 141/10000000	Loss:  2.15167	Time elapsed: 25.784s
Epoch 142/10000000	Loss:  2.12056	Time elapsed: 27.008s
Epoch 143/10000000	Loss:  2.16022	Time elapsed: 27.118s
Epoch 144/10000000	Loss:  2.12337	Time elapsed: 26.294s
Epoch 145/10000000	Loss:  2.17075	Time elapsed: 26.597s
Epoch 146/10000000	Loss:  2.15991	Time elapsed: 26.294s
Epoch 147/10000000	Loss:  2.17119	Time elapsed: 26.769s
Epoch 148/10000000	Loss:  2.11454	Time elapsed: 27.129s
Epoch 149/10000000	Loss:  2.12125	Time elapsed: 26.909s
Epoch 150/10000000	Loss:  2.11801	Time elapsed: 26.094s
Epoch 151/10000000	Loss:  2.11410	Time elapsed: 26.115s
Epoch 152/10000000	Loss:  2.10404	Time elapsed: 26.884s
Epoch 153/10000000	Loss:  2.11343	Time elapsed: 26.595s
Epoch 154/10000000	Loss:  2.14435	Time elapsed: 26.404s
Epoch 155/10000000	Loss:  2.15235	Time elapsed: 26.199s
Epoch 156/10000000	Loss:  2.10884	Time elapsed: 26.091s
Epoch 157/10000000	Loss:  2.12572	Time elapsed: 26.574s
Epoch 158/10000000	Loss:  2.17924	Time elapsed: 26.835s
Epoch 159/10000000	Loss:  2.17007	Time elapsed: 26.803s
Epoch 160/10000000	Loss:  2.11745	Time elapsed: 26.701s
Epoch 161/10000000	Loss:  2.11537	Time elapsed: 26.089s
Epoch 162/10000000	Loss:  2.14971	Time elapsed: 25.894s
Epoch 163/10000000	Loss:  2.10757	Time elapsed: 26.104s
Epoch 164/10000000	Loss:  2.14221	Time elapsed: 26.305s
Epoch 165/10000000	Loss:  2.13495	Time elapsed: 26.398s
Epoch 166/10000000	Loss:  2.12241	Time elapsed: 26.311s
Epoch 167/10000000	Loss:  2.12268	Time elapsed: 26.093s
Epoch 168/10000000	Loss:  2.10503	Time elapsed: 25.946s
Epoch 169/10000000	Loss:  2.11314	Time elapsed: 26.354s
Epoch 170/10000000	Loss:  2.09566	Time elapsed: 26.014s
Epoch 171/10000000	Loss:  2.12884	Time elapsed: 26.079s
Epoch 172/10000000	Loss:  2.11394	Time elapsed: 26.299s
Epoch 173/10000000	Loss:  2.13469	Time elapsed: 26.207s
Epoch 174/10000000	Loss:  2.11020	Time elapsed: 26.812s
Epoch 175/10000000	Loss:  2.13533	Time elapsed: 27.580s
Epoch 176/10000000	Loss:  2.11671	Time elapsed: 27.499s
Epoch 177/10000000	Loss:  2.09504	Time elapsed: 26.512s
Epoch 178/10000000	Loss:  2.12355	Time elapsed: 26.890s
Epoch 179/10000000	Loss:  2.12583	Time elapsed: 26.088s
Epoch 180/10000000	Loss:  2.13098	Time elapsed: 25.811s
Epoch 181/10000000	Loss:  2.10583	Time elapsed: 26.001s
Epoch 182/10000000	Loss:  2.12232	Time elapsed: 26.306s
Epoch 183/10000000	Loss:  2.09895	Time elapsed: 25.992s
Epoch 184/10000000	Loss:  2.08473	Time elapsed: 26.296s
Epoch 185/10000000	Loss:  2.10425	Time elapsed: 27.419s
Epoch 186/10000000	Loss:  2.14297	Time elapsed: 26.284s
Epoch 187/10000000	Loss:  2.08449	Time elapsed: 25.984s
Epoch 188/10000000	Loss:  2.07753	Time elapsed: 26.610s
Epoch 189/10000000	Loss:  2.08467	Time elapsed: 27.207s
Epoch 190/10000000	Loss:  2.12045	Time elapsed: 26.011s
Epoch 191/10000000	Loss:  2.12896	Time elapsed: 25.988s
Epoch 192/10000000	Loss:  2.12173	Time elapsed: 27.802s
Epoch 193/10000000	Loss:  2.09111	Time elapsed: 26.311s
Epoch 194/10000000	Loss:  2.15536	Time elapsed: 26.373s
Epoch 195/10000000	Loss:  2.14948	Time elapsed: 26.514s
Epoch 196/10000000	Loss:  2.12858	Time elapsed: 26.812s
Epoch 197/10000000	Loss:  2.09546	Time elapsed: 26.215s
Epoch 198/10000000	Loss:  2.10658	Time elapsed: 26.279s
Epoch 199/10000000	Loss:  2.12842	Time elapsed: 26.394s
Epoch 200/10000000	Loss:  2.13155	Time elapsed: 26.295s
Removed shared tensor {'blocks.12.attn1.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.4.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 201/10000000	Loss:  2.12785	Time elapsed: 26.022s
Epoch 202/10000000	Loss:  2.10775	Time elapsed: 26.128s
Epoch 203/10000000	Loss:  2.07387	Time elapsed: 26.080s
Epoch 204/10000000	Loss:  2.09739	Time elapsed: 26.708s
Epoch 205/10000000	Loss:  2.07693	Time elapsed: 26.306s
Epoch 206/10000000	Loss:  2.07166	Time elapsed: 28.083s
Epoch 207/10000000	Loss:  2.10282	Time elapsed: 27.594s
Epoch 208/10000000	Loss:  2.08979	Time elapsed: 27.100s
Epoch 209/10000000	Loss:  2.11357	Time elapsed: 27.100s
Epoch 210/10000000	Loss:  2.09677	Time elapsed: 27.410s
Epoch 211/10000000	Loss:  2.09900	Time elapsed: 28.292s
Epoch 212/10000000	Loss:  2.08048	Time elapsed: 26.787s
Epoch 213/10000000	Loss:  2.09914	Time elapsed: 28.635s
Epoch 214/10000000	Loss:  2.09577	Time elapsed: 27.095s
Epoch 215/10000000	Loss:  2.12030	Time elapsed: 27.492s
Epoch 216/10000000	Loss:  2.08811	Time elapsed: 27.185s
Epoch 217/10000000	Loss:  2.12541	Time elapsed: 26.922s
Epoch 218/10000000	Loss:  2.11682	Time elapsed: 26.792s
Epoch 219/10000000	Loss:  2.10272	Time elapsed: 28.105s
Epoch 220/10000000	Loss:  2.12196	Time elapsed: 26.995s
Epoch 221/10000000	Loss:  2.08343	Time elapsed: 27.236s
Epoch 222/10000000	Loss:  2.09725	Time elapsed: 26.468s
Epoch 223/10000000	Loss:  2.08688	Time elapsed: 28.299s
Epoch 224/10000000	Loss:  2.12076	Time elapsed: 27.015s
Epoch 225/10000000	Loss:  2.06418	Time elapsed: 26.283s
Epoch 226/10000000	Loss:  2.09201	Time elapsed: 26.337s
Epoch 227/10000000	Loss:  2.07503	Time elapsed: 26.170s
Epoch 228/10000000	Loss:  2.10642	Time elapsed: 26.493s
Epoch 229/10000000	Loss:  2.07752	Time elapsed: 26.933s
Epoch 230/10000000	Loss:  2.08020	Time elapsed: 26.180s
Epoch 231/10000000	Loss:  2.11459	Time elapsed: 26.775s
Epoch 232/10000000	Loss:  2.10021	Time elapsed: 26.805s
Epoch 233/10000000	Loss:  2.09936	Time elapsed: 26.929s
Epoch 234/10000000	Loss:  2.07255	Time elapsed: 26.378s
Epoch 235/10000000	Loss:  2.09914	Time elapsed: 27.039s
Epoch 236/10000000	Loss:  2.07694	Time elapsed: 26.660s
Epoch 237/10000000	Loss:  2.07537	Time elapsed: 26.602s
Epoch 238/10000000	Loss:  2.10260	Time elapsed: 28.822s
Epoch 239/10000000	Loss:  2.11942	Time elapsed: 28.173s
Epoch 240/10000000	Loss:  2.08244	Time elapsed: 27.193s
Epoch 241/10000000	Loss:  2.11205	Time elapsed: 26.516s
Epoch 242/10000000	Loss:  2.07134	Time elapsed: 26.754s
Epoch 243/10000000	Loss:  2.07899	Time elapsed: 29.071s
Epoch 244/10000000	Loss:  2.08503	Time elapsed: 27.866s
Epoch 245/10000000	Loss:  2.05034	Time elapsed: 27.125s
Epoch 246/10000000	Loss:  2.07579	Time elapsed: 26.781s
Epoch 247/10000000	Loss:  2.04437	Time elapsed: 28.392s
Epoch 248/10000000	Loss:  2.07833	Time elapsed: 26.499s
Epoch 249/10000000	Loss:  2.10264	Time elapsed: 28.126s
Epoch 250/10000000	Loss:  2.08198	Time elapsed: 26.892s
Epoch 251/10000000	Loss:  2.10770	Time elapsed: 27.188s
Epoch 252/10000000	Loss:  2.06789	Time elapsed: 27.751s
Epoch 253/10000000	Loss:  2.04786	Time elapsed: 26.660s
Epoch 254/10000000	Loss:  2.08302	Time elapsed: 28.854s
Epoch 255/10000000	Loss:  2.08981	Time elapsed: 28.643s
Epoch 256/10000000	Loss:  2.08507	Time elapsed: 28.247s
Epoch 257/10000000	Loss:  2.08773	Time elapsed: 26.473s
Epoch 258/10000000	Loss:  2.06427	Time elapsed: 26.240s
Epoch 259/10000000	Loss:  2.06563	Time elapsed: 26.327s
Epoch 260/10000000	Loss:  2.09312	Time elapsed: 26.874s
Epoch 261/10000000	Loss:  2.07436	Time elapsed: 26.215s
Epoch 262/10000000	Loss:  2.07966	Time elapsed: 26.474s
Epoch 263/10000000	Loss:  2.10021	Time elapsed: 26.520s
Epoch 264/10000000	Loss:  2.06681	Time elapsed: 26.908s
Epoch 265/10000000	Loss:  2.05119	Time elapsed: 26.298s
Epoch 266/10000000	Loss:  2.05061	Time elapsed: 25.901s
Epoch 267/10000000	Loss:  2.06714	Time elapsed: 26.591s
Epoch 268/10000000	Loss:  2.07391	Time elapsed: 26.312s
Epoch 269/10000000	Loss:  2.04157	Time elapsed: 26.406s
Epoch 270/10000000	Loss:  2.08443	Time elapsed: 25.966s
Epoch 271/10000000	Loss:  2.07235	Time elapsed: 27.626s
Epoch 272/10000000	Loss:  2.07521	Time elapsed: 26.806s
Epoch 273/10000000	Loss:  2.05627	Time elapsed: 27.470s
Epoch 274/10000000	Loss:  2.05197	Time elapsed: 28.441s
Epoch 275/10000000	Loss:  2.07694	Time elapsed: 28.777s
Epoch 276/10000000	Loss:  2.05153	Time elapsed: 26.832s
Epoch 277/10000000	Loss:  2.06273	Time elapsed: 25.961s
Epoch 278/10000000	Loss:  2.08878	Time elapsed: 27.315s
Epoch 279/10000000	Loss:  2.06498	Time elapsed: 26.658s
Epoch 280/10000000	Loss:  2.07898	Time elapsed: 27.043s
Epoch 281/10000000	Loss:  2.07411	Time elapsed: 26.206s
Epoch 282/10000000	Loss:  2.03963	Time elapsed: 27.473s
Epoch 283/10000000	Loss:  2.09625	Time elapsed: 26.505s
Epoch 284/10000000	Loss:  2.06348	Time elapsed: 26.927s
Epoch 285/10000000	Loss:  2.07972	Time elapsed: 26.699s
Epoch 286/10000000	Loss:  2.05991	Time elapsed: 28.288s
Epoch 287/10000000	Loss:  2.09595	Time elapsed: 27.096s
Epoch 288/10000000	Loss:  2.06092	Time elapsed: 27.903s
Epoch 289/10000000	Loss:  2.06716	Time elapsed: 26.689s
Epoch 290/10000000	Loss:  2.07434	Time elapsed: 26.012s
Epoch 291/10000000	Loss:  2.07193	Time elapsed: 26.401s
Epoch 292/10000000	Loss:  2.07210	Time elapsed: 26.396s
Epoch 293/10000000	Loss:  2.08103	Time elapsed: 26.294s
Epoch 294/10000000	Loss:  2.03590	Time elapsed: 27.162s
Epoch 295/10000000	Loss:  2.08628	Time elapsed: 26.865s
Epoch 296/10000000	Loss:  2.06443	Time elapsed: 26.551s
Epoch 297/10000000	Loss:  2.05314	Time elapsed: 27.112s
Epoch 298/10000000	Loss:  2.10120	Time elapsed: 25.959s
Epoch 299/10000000	Loss:  2.07838	Time elapsed: 26.431s
Epoch 300/10000000	Loss:  2.05320	Time elapsed: 27.722s
