Detected kernel version 4.14.105, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Epoch 0/10000000	Loss: 17.26200	Time elapsed: 92.614s
Epoch 42/10000000	Loss:  2.44570	Time elapsed: 25.691s
Epoch 43/10000000	Loss:  2.52046	Time elapsed: 25.592s
Epoch 44/10000000	Loss:  2.54158	Time elapsed: 25.529s
Epoch 45/10000000	Loss:  2.60738	Time elapsed: 25.788s
Epoch 46/10000000	Loss:  2.52809	Time elapsed: 25.702s
Epoch 47/10000000	Loss:  2.55295	Time elapsed: 25.797s
Epoch 48/10000000	Loss:  2.42197	Time elapsed: 25.699s
Epoch 49/10000000	Loss:  2.53442	Time elapsed: 25.600s
Epoch 50/10000000	Loss:  2.35519	Time elapsed: 25.698s
Epoch 51/10000000	Loss:  2.36160	Time elapsed: 25.505s
Epoch 52/10000000	Loss:  2.36231	Time elapsed: 25.609s
Epoch 53/10000000	Loss:  2.40945	Time elapsed: 25.688s
Epoch 54/10000000	Loss:  2.45285	Time elapsed: 25.702s
Epoch 55/10000000	Loss:  2.45558	Time elapsed: 25.597s
Epoch 56/10000000	Loss:  2.37331	Time elapsed: 25.667s
Epoch 57/10000000	Loss:  2.26587	Time elapsed: 25.723s
Epoch 58/10000000	Loss:  2.42767	Time elapsed: 25.286s
Epoch 59/10000000	Loss:  2.32453	Time elapsed: 25.694s
Epoch 60/10000000	Loss:  2.34609	Time elapsed: 25.622s
Epoch 61/10000000	Loss:  2.22010	Time elapsed: 25.497s
Epoch 62/10000000	Loss:  2.30436	Time elapsed: 25.698s
Epoch 63/10000000	Loss:  2.34974	Time elapsed: 25.702s
Epoch 64/10000000	Loss:  2.37971	Time elapsed: 25.596s
Epoch 65/10000000	Loss:  2.27577	Time elapsed: 25.874s
Epoch 66/10000000	Loss:  2.24890	Time elapsed: 26.103s
Epoch 67/10000000	Loss:  2.25622	Time elapsed: 25.733s
Epoch 68/10000000	Loss:  2.32189	Time elapsed: 25.590s
Epoch 69/10000000	Loss:  2.22513	Time elapsed: 25.696s
Epoch 70/10000000	Loss:  2.17234	Time elapsed: 25.596s
Epoch 71/10000000	Loss:  2.33733	Time elapsed: 25.598s
Epoch 72/10000000	Loss:  2.08264	Time elapsed: 25.808s
Epoch 73/10000000	Loss:  2.15359	Time elapsed: 25.719s
Epoch 74/10000000	Loss:  2.33795	Time elapsed: 25.723s
Epoch 75/10000000	Loss:  2.15400	Time elapsed: 25.695s
Epoch 76/10000000	Loss:  2.19002	Time elapsed: 25.701s
Epoch 77/10000000	Loss:  2.18231	Time elapsed: 25.691s
Epoch 78/10000000	Loss:  2.26426	Time elapsed: 25.671s
Epoch 79/10000000	Loss:  2.16389	Time elapsed: 25.600s
Epoch 80/10000000	Loss:  2.22644	Time elapsed: 25.694s
Epoch 81/10000000	Loss:  2.06797	Time elapsed: 25.596s
Epoch 82/10000000	Loss:  2.19895	Time elapsed: 25.598s
Epoch 83/10000000	Loss:  2.07592	Time elapsed: 25.503s
Epoch 84/10000000	Loss:  2.17531	Time elapsed: 25.599s
Epoch 85/10000000	Loss:  2.06096	Time elapsed: 25.592s
Epoch 86/10000000	Loss:  2.19787	Time elapsed: 25.714s
Epoch 87/10000000	Loss:  2.16921	Time elapsed: 25.704s
Epoch 88/10000000	Loss:  2.15483	Time elapsed: 25.695s
Epoch 89/10000000	Loss:  2.02252	Time elapsed: 25.701s
Epoch 90/10000000	Loss:  2.10290	Time elapsed: 25.590s
Epoch 91/10000000	Loss:  2.05407	Time elapsed: 25.603s
Epoch 92/10000000	Loss:  2.11667	Time elapsed: 25.692s
Epoch 93/10000000	Loss:  2.20395	Time elapsed: 25.619s
Epoch 94/10000000	Loss:  2.05509	Time elapsed: 25.493s
Epoch 95/10000000	Loss:  2.03114	Time elapsed: 25.596s
Epoch 96/10000000	Loss:  2.01811	Time elapsed: 25.702s
Epoch 97/10000000	Loss:  2.18479	Time elapsed: 25.489s
Epoch 98/10000000	Loss:  2.01776	Time elapsed: 25.709s
Epoch 99/10000000	Loss:  2.02172	Time elapsed: 25.708s
Epoch 100/10000000	Loss:  1.96073	Time elapsed: 25.693s
Removed shared tensor {'blocks.4.attn2.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.12.attn1.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 101/10000000	Loss:  2.03906	Time elapsed: 25.546s
Epoch 102/10000000	Loss:  2.00558	Time elapsed: 25.627s
Epoch 103/10000000	Loss:  2.03027	Time elapsed: 25.603s
Epoch 104/10000000	Loss:  2.02885	Time elapsed: 25.689s
Epoch 105/10000000	Loss:  1.97750	Time elapsed: 25.697s
Epoch 106/10000000	Loss:  2.08029	Time elapsed: 25.706s
Epoch 107/10000000	Loss:  2.00511	Time elapsed: 25.795s
Epoch 108/10000000	Loss:  1.96166	Time elapsed: 25.705s
Epoch 109/10000000	Loss:  1.96179	Time elapsed: 25.797s
Epoch 110/10000000	Loss:  1.95588	Time elapsed: 25.698s
Epoch 111/10000000	Loss:  1.98847	Time elapsed: 25.692s
Epoch 112/10000000	Loss:  1.91054	Time elapsed: 25.611s
Epoch 113/10000000	Loss:  1.93039	Time elapsed: 25.703s
Epoch 114/10000000	Loss:  1.94364	Time elapsed: 25.571s
Epoch 115/10000000	Loss:  1.89281	Time elapsed: 26.217s
Epoch 116/10000000	Loss:  1.87620	Time elapsed: 25.698s
Epoch 117/10000000	Loss:  1.93170	Time elapsed: 25.633s
Epoch 118/10000000	Loss:  1.93031	Time elapsed: 25.669s
Epoch 119/10000000	Loss:  1.94591	Time elapsed: 25.801s
Epoch 120/10000000	Loss:  2.19364	Time elapsed: 25.702s
Epoch 121/10000000	Loss:  1.93701	Time elapsed: 25.697s
Epoch 122/10000000	Loss:  1.99046	Time elapsed: 25.705s
Epoch 123/10000000	Loss:  1.86928	Time elapsed: 25.699s
Epoch 124/10000000	Loss:  1.92972	Time elapsed: 25.696s
Epoch 125/10000000	Loss:  1.99250	Time elapsed: 25.697s
Epoch 126/10000000	Loss:  1.94218	Time elapsed: 25.798s
Epoch 127/10000000	Loss:  1.88559	Time elapsed: 25.806s
Epoch 128/10000000	Loss:  1.95408	Time elapsed: 25.604s
Epoch 129/10000000	Loss:  1.91366	Time elapsed: 25.798s
Epoch 130/10000000	Loss:  2.04558	Time elapsed: 26.003s
Epoch 131/10000000	Loss:  1.96548	Time elapsed: 25.806s
Epoch 132/10000000	Loss:  1.92728	Time elapsed: 25.692s
Epoch 133/10000000	Loss:  1.79866	Time elapsed: 25.677s
Epoch 134/10000000	Loss:  1.90493	Time elapsed: 25.606s
Epoch 135/10000000	Loss:  1.88452	Time elapsed: 25.599s
Epoch 136/10000000	Loss:  1.94304	Time elapsed: 25.597s
Epoch 137/10000000	Loss:  1.85298	Time elapsed: 25.393s
Epoch 138/10000000	Loss:  1.79155	Time elapsed: 25.629s
Epoch 139/10000000	Loss:  1.86004	Time elapsed: 25.692s
Epoch 140/10000000	Loss:  1.86191	Time elapsed: 25.698s
Epoch 141/10000000	Loss:  1.80389	Time elapsed: 25.800s
Epoch 142/10000000	Loss:  1.86426	Time elapsed: 25.802s
Epoch 143/10000000	Loss:  1.87627	Time elapsed: 25.696s
Epoch 144/10000000	Loss:  1.89577	Time elapsed: 25.708s
Epoch 145/10000000	Loss:  1.85590	Time elapsed: 25.688s
Epoch 146/10000000	Loss:  1.88866	Time elapsed: 25.702s
Epoch 147/10000000	Loss:  1.85853	Time elapsed: 25.602s
Epoch 148/10000000	Loss:  1.80598	Time elapsed: 25.703s
Epoch 149/10000000	Loss:  1.86288	Time elapsed: 25.701s
Epoch 150/10000000	Loss:  1.83644	Time elapsed: 25.586s
Epoch 151/10000000	Loss:  1.79098	Time elapsed: 25.630s
Epoch 152/10000000	Loss:  1.75451	Time elapsed: 25.697s
Epoch 153/10000000	Loss:  1.81449	Time elapsed: 25.666s
Epoch 154/10000000	Loss:  1.81909	Time elapsed: 25.616s
Epoch 155/10000000	Loss:  1.74864	Time elapsed: 25.808s
Epoch 156/10000000	Loss:  1.73954	Time elapsed: 25.698s
Epoch 157/10000000	Loss:  1.79054	Time elapsed: 25.619s
Epoch 158/10000000	Loss:  1.91725	Time elapsed: 25.680s
Epoch 159/10000000	Loss:  1.80426	Time elapsed: 25.696s
Epoch 160/10000000	Loss:  1.88362	Time elapsed: 25.603s
Epoch 161/10000000	Loss:  1.77631	Time elapsed: 25.709s
Epoch 162/10000000	Loss:  1.87186	Time elapsed: 25.686s
Epoch 163/10000000	Loss:  1.88299	Time elapsed: 25.586s
Epoch 164/10000000	Loss:  1.68688	Time elapsed: 25.624s
Epoch 165/10000000	Loss:  1.84851	Time elapsed: 25.589s
Epoch 166/10000000	Loss:  1.86025	Time elapsed: 25.702s
Epoch 167/10000000	Loss:  1.85509	Time elapsed: 25.693s
Epoch 168/10000000	Loss:  1.76444	Time elapsed: 25.599s
Epoch 169/10000000	Loss:  1.76202	Time elapsed: 25.612s
Epoch 170/10000000	Loss:  1.84063	Time elapsed: 25.694s
Epoch 171/10000000	Loss:  1.68353	Time elapsed: 25.606s
Epoch 172/10000000	Loss:  1.65425	Time elapsed: 25.694s
Epoch 173/10000000	Loss:  1.69344	Time elapsed: 26.010s
Epoch 174/10000000	Loss:  1.73006	Time elapsed: 25.590s
Epoch 175/10000000	Loss:  1.66328	Time elapsed: 25.784s
Epoch 176/10000000	Loss:  1.86022	Time elapsed: 25.616s
Epoch 177/10000000	Loss:  1.77487	Time elapsed: 25.697s
Epoch 178/10000000	Loss:  1.64237	Time elapsed: 25.696s
Epoch 179/10000000	Loss:  1.80170	Time elapsed: 25.813s
Epoch 180/10000000	Loss:  1.80839	Time elapsed: 25.694s
Epoch 181/10000000	Loss:  1.75298	Time elapsed: 25.697s
Epoch 182/10000000	Loss:  1.61205	Time elapsed: 25.786s
Epoch 183/10000000	Loss:  1.73071	Time elapsed: 25.616s
Epoch 184/10000000	Loss:  1.75819	Time elapsed: 25.711s
Epoch 185/10000000	Loss:  1.74441	Time elapsed: 25.687s
Epoch 186/10000000	Loss:  1.74297	Time elapsed: 25.591s
Epoch 187/10000000	Loss:  1.61972	Time elapsed: 25.612s
Epoch 188/10000000	Loss:  1.68434	Time elapsed: 25.700s
Epoch 189/10000000	Loss:  1.69178	Time elapsed: 25.697s
Epoch 190/10000000	Loss:  1.67918	Time elapsed: 25.707s
Epoch 191/10000000	Loss:  1.76399	Time elapsed: 25.728s
Epoch 192/10000000	Loss:  1.72035	Time elapsed: 25.669s
Epoch 193/10000000	Loss:  1.62468	Time elapsed: 25.690s
Epoch 194/10000000	Loss:  1.69535	Time elapsed: 25.600s
Epoch 195/10000000	Loss:  1.64257	Time elapsed: 25.634s
Epoch 196/10000000	Loss:  1.75493	Time elapsed: 25.676s
Epoch 197/10000000	Loss:  1.69569	Time elapsed: 25.729s
Epoch 198/10000000	Loss:  1.63767	Time elapsed: 25.549s
Epoch 199/10000000	Loss:  1.66846	Time elapsed: 25.508s
Epoch 200/10000000	Loss:  1.76058	Time elapsed: 25.693s
Removed shared tensor {'blocks.4.attn2.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.12.attn1.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 201/10000000	Loss:  1.60724	Time elapsed: 25.615s
Epoch 202/10000000	Loss:  1.66597	Time elapsed: 25.698s
Epoch 203/10000000	Loss:  1.68617	Time elapsed: 25.602s
Epoch 204/10000000	Loss:  1.77458	Time elapsed: 25.307s
Epoch 205/10000000	Loss:  1.75748	Time elapsed: 25.590s
Epoch 206/10000000	Loss:  1.61538	Time elapsed: 25.501s
Epoch 207/10000000	Loss:  1.68403	Time elapsed: 25.604s
Epoch 208/10000000	Loss:  1.63673	Time elapsed: 25.612s
Epoch 209/10000000	Loss:  1.62012	Time elapsed: 25.589s
Epoch 210/10000000	Loss:  1.71679	Time elapsed: 25.595s
Epoch 211/10000000	Loss:  1.71423	Time elapsed: 25.515s
Epoch 212/10000000	Loss:  1.61108	Time elapsed: 25.470s
Epoch 213/10000000	Loss:  1.68581	Time elapsed: 25.723s
Epoch 214/10000000	Loss:  1.73591	Time elapsed: 25.699s
Epoch 215/10000000	Loss:  1.66236	Time elapsed: 25.705s
Epoch 216/10000000	Loss:  1.65617	Time elapsed: 25.690s
Epoch 217/10000000	Loss:  1.62885	Time elapsed: 25.703s
Epoch 218/10000000	Loss:  1.65793	Time elapsed: 25.710s
Epoch 219/10000000	Loss:  1.65320	Time elapsed: 25.886s
Epoch 220/10000000	Loss:  1.62492	Time elapsed: 25.704s
Epoch 221/10000000	Loss:  1.59965	Time elapsed: 25.697s
Epoch 222/10000000	Loss:  1.75300	Time elapsed: 25.699s
Epoch 223/10000000	Loss:  1.56196	Time elapsed: 25.691s
Epoch 224/10000000	Loss:  1.66057	Time elapsed: 25.598s
Epoch 225/10000000	Loss:  1.63874	Time elapsed: 25.799s
Epoch 226/10000000	Loss:  1.68629	Time elapsed: 25.698s
Epoch 227/10000000	Loss:  1.52265	Time elapsed: 25.703s
Epoch 228/10000000	Loss:  1.52714	Time elapsed: 25.804s
Epoch 229/10000000	Loss:  1.56103	Time elapsed: 25.701s
Epoch 230/10000000	Loss:  1.56944	Time elapsed: 25.694s
Epoch 231/10000000	Loss:  1.61440	Time elapsed: 25.589s
Epoch 232/10000000	Loss:  1.59287	Time elapsed: 25.620s
Epoch 233/10000000	Loss:  1.61125	Time elapsed: 25.689s
Epoch 234/10000000	Loss:  1.61782	Time elapsed: 25.604s
Epoch 235/10000000	Loss:  1.60681	Time elapsed: 25.702s
Epoch 236/10000000	Loss:  1.65536	Time elapsed: 25.599s
Epoch 237/10000000	Loss:  1.62719	Time elapsed: 25.695s
Epoch 238/10000000	Loss:  1.64664	Time elapsed: 25.601s
Epoch 239/10000000	Loss:  1.66662	Time elapsed: 25.700s
Epoch 240/10000000	Loss:  1.64653	Time elapsed: 25.699s
Epoch 241/10000000	Loss:  1.65484	Time elapsed: 25.693s
Epoch 242/10000000	Loss:  1.63552	Time elapsed: 25.605s
Epoch 243/10000000	Loss:  1.67056	Time elapsed: 25.603s
Epoch 244/10000000	Loss:  1.62728	Time elapsed: 25.605s
Epoch 245/10000000	Loss:  1.61991	Time elapsed: 25.594s
Epoch 246/10000000	Loss:  1.60572	Time elapsed: 25.695s
Epoch 247/10000000	Loss:  1.49392	Time elapsed: 25.599s
Epoch 248/10000000	Loss:  1.58149	Time elapsed: 25.707s
Epoch 249/10000000	Loss:  1.49751	Time elapsed: 25.597s
Epoch 250/10000000	Loss:  1.63331	Time elapsed: 25.705s
Epoch 251/10000000	Loss:  1.56970	Time elapsed: 25.602s
Epoch 252/10000000	Loss:  1.59501	Time elapsed: 25.695s
Epoch 253/10000000	Loss:  1.63018	Time elapsed: 25.799s
Epoch 254/10000000	Loss:  1.59871	Time elapsed: 25.699s
Epoch 255/10000000	Loss:  1.53475	Time elapsed: 25.695s
Epoch 256/10000000	Loss:  1.59566	Time elapsed: 25.702s
Epoch 257/10000000	Loss:  1.55294	Time elapsed: 25.798s
Epoch 258/10000000	Loss:  1.54215	Time elapsed: 25.599s
Epoch 259/10000000	Loss:  1.50171	Time elapsed: 25.596s
Epoch 260/10000000	Loss:  1.50097	Time elapsed: 25.697s
Epoch 261/10000000	Loss:  1.49103	Time elapsed: 25.605s
Epoch 262/10000000	Loss:  1.49823	Time elapsed: 25.803s
Epoch 263/10000000	Loss:  1.57283	Time elapsed: 25.698s
Epoch 264/10000000	Loss:  1.52244	Time elapsed: 25.703s
Epoch 265/10000000	Loss:  1.53220	Time elapsed: 25.696s
Epoch 266/10000000	Loss:  1.62645	Time elapsed: 26.021s
Epoch 267/10000000	Loss:  1.53802	Time elapsed: 25.689s
Epoch 268/10000000	Loss:  1.57526	Time elapsed: 25.692s
Epoch 269/10000000	Loss:  1.62864	Time elapsed: 25.605s
Epoch 270/10000000	Loss:  1.57220	Time elapsed: 25.685s
Epoch 271/10000000	Loss:  1.54836	Time elapsed: 25.698s
Epoch 272/10000000	Loss:  1.48344	Time elapsed: 25.600s
Epoch 273/10000000	Loss:  1.53743	Time elapsed: 25.516s
Epoch 274/10000000	Loss:  1.53279	Time elapsed: 25.666s
Epoch 275/10000000	Loss:  1.53175	Time elapsed: 25.629s
Epoch 276/10000000	Loss:  1.51280	Time elapsed: 25.588s
Epoch 277/10000000	Loss:  1.49922	Time elapsed: 25.712s
Epoch 278/10000000	Loss:  1.48333	Time elapsed: 25.701s
Epoch 279/10000000	Loss:  1.51927	Time elapsed: 25.589s
Epoch 280/10000000	Loss:  1.52856	Time elapsed: 25.599s
Epoch 281/10000000	Loss:  1.52138	Time elapsed: 25.621s
Epoch 282/10000000	Loss:  1.51702	Time elapsed: 25.683s
Epoch 283/10000000	Loss:  1.51962	Time elapsed: 25.801s
Epoch 284/10000000	Loss:  1.48904	Time elapsed: 25.620s
Epoch 285/10000000	Loss:  1.48308	Time elapsed: 25.579s
Epoch 286/10000000	Loss:  1.57333	Time elapsed: 25.601s
Epoch 287/10000000	Loss:  1.50452	Time elapsed: 25.597s
Epoch 288/10000000	Loss:  1.49759	Time elapsed: 25.508s
Epoch 289/10000000	Loss:  1.49356	Time elapsed: 25.691s
Epoch 290/10000000	Loss:  1.46390	Time elapsed: 25.704s
Epoch 291/10000000	Loss:  1.55233	Time elapsed: 25.691s
Epoch 292/10000000	Loss:  1.45706	Time elapsed: 25.604s
Epoch 293/10000000	Loss:  1.54817	Time elapsed: 25.596s
Epoch 294/10000000	Loss:  1.51720	Time elapsed: 25.604s
Epoch 295/10000000	Loss:  1.45894	Time elapsed: 25.707s
Epoch 296/10000000	Loss:  1.56000	Time elapsed: 25.694s
Epoch 297/10000000	Loss:  1.49435	Time elapsed: 25.607s
Epoch 298/10000000	Loss:  1.57352	Time elapsed: 25.693s
Epoch 299/10000000	Loss:  1.51463	Time elapsed: 25.700s
Epoch 300/10000000	Loss:  1.47653	Time elapsed: 25.909s
